Event,Data_Source,Depth [m],Latitude,Longitude,symbiont-barren non-spinose,symbiont-barren spinose,symbiont-bearing spinose,symbiont-facultative non-spinose,symbiont-obligate spinose,undetermined non-spinose,symbiont-bearing non-spinose,symbiont-facultative spinose
GIK23074-1,margo,2.32,66.6667,4.905,1,0,0,0.001,0,0,0,0
GIK23074-1,margo,2.42,66.6667,4.905,1,0,0,0,0,0,0,0
GIK23074-1,margo,2.52,66.6667,4.905,1,0,0,0,0,0,0,0
GIK23074-1,margo,2.62,66.6667,4.905,0.988,0.001,0,0.011,0,0,0,0
GIK23074-1,margo,2.71,66.6667,4.905,0.995,0.001,0,0.004,0,0,0,0
GIK23074-1,margo,2.81,66.6667,4.905,0.995,0,0,0.005,0,0,0,0
GIK23074-1,margo,2.91,66.6667,4.905,1,0,0,0,0,0,0,0
GIK23074-1,margo,3.01,66.6667,4.905,1,0,0,0,0,0,0,0
GIK23074-1,margo,3.11,66.6667,4.905,0.994,0,0,0.001,0,0,0,0
GIK23074-1,margo,3.21,66.6667,4.905,1,0,0,0,0,0,0,0
GIK23074-1,margo,3.31,66.6667,4.905,0.997,0,0,0.004,0,0,0,0
GIK23074-1,margo,3.51,66.6667,4.905,0.988,0.004,0,0.007,0,0,0,0
GIK23074-1,margo,3.71,66.6667,4.905,1,0,0,0,0,0,0,0
GIK23074-1,margo,3.91,66.6667,4.905,0.977,0.016,0,0.008,0,0,0,0
GIK23074-1,margo,3.93,66.6667,4.905,0.981,0.019,0,0,0,0,0,0
GIK23074-1,margo,3.95,66.6667,4.905,0.973,0.027,0,0,0,0,0,0
GIK23074-1,margo,4.11,66.6667,4.905,0.993,0.002,0,0.004,0,0,0,0
GIK23074-1,margo,4.17,66.6667,4.905,1,0,0,0,0,0,0,0
GIK23262-2,margo,2.6,72.2252,14.4273,0.991,0.007,0,0.002,0,0,0,0
GIK23294-4,margo,1.2,72.3797,-10.5923,0.996,0.004,0,0,0,0,0,0
GIK23351-1,margo,0.6,70.3622,-18.2053,0.994,0.001,0,0.005,0,0,0,0
GIK23354-6,margo,0.8,70.3315,-10.6288,1,0,0,0,0,0,0,0
GIK23419-8,margo,0.4,54.9617,-19.755,0.909,0.051,0,0.035,0.005,0,0,0.001
GIK23519-5,margo,0.68,64.7973,-29.5958,0.984,0.011,0,0.003,0,0,0,0
GIK23519-5,margo,0.78,64.7973,-29.5958,0.978,0.022,0,0,0,0,0,0
GIK23519-5,margo,0.88,64.7973,-29.5958,0.996,0.004,0,0,0,0,0,0
GeoB1008-3,margo,2.18,-6.5823,10.3186,0.139,0.4131,7e-04,0.2693,0.1778,0,0,0
GeoB1008-3,margo,2.23,-6.5823,10.3186,0.1867,0.2045,0,0.4367,0.1655,0.0065,0,0
GeoB1008-3,margo,2.28,-6.5823,10.3186,0.1271,0.3633,0.006,0.3662,0.1361,0.0015,0,0
GeoB1008-3,margo,2.33,-6.5823,10.3186,0.237,0.1996,0,0.3825,0.1708,0.0099,0,0
GeoB1008-3,margo,2.38,-6.5823,10.3186,0.2342,0.2045,0,0.3432,0.2091,0.0091,0,0
GeoB1008-3,margo,2.43,-6.5823,10.3186,0.2206,0.2753,0,0.1593,0.3201,0.0249,0,0
GeoB1008-3,margo,2.48,-6.5823,10.3186,0.1415,0.2217,0,0.1509,0.4339,0.0519,0,0
GeoB1008-3,margo,2.53,-6.5823,10.3186,0.226,0.3979,0.0087,0.137,0.2174,0.013,0,0
GeoB1008-3,margo,2.58,-6.5823,10.3186,0.1473,0.2898,0,0.1739,0.3744,0.0145,0,0
GeoB1008-3,margo,2.63,-6.5823,10.3186,0.1854,0.4057,0.005,0.2204,0.1723,0.0116,0,0
GeoB1016-3,margo,0.73,-11.7705,11.6819,0.1848,0.2817,0.0078,0.3224,0.1744,0.0291,0,0
GeoB1016-3,margo,0.78,-11.7705,11.6819,0.1185,0.0983,0.0145,0.4654,0.2833,0.0202,0,0
GeoB1016-3,margo,0.88,-11.7705,11.6819,0.252,0.0879,0.002,0.2949,0.3341,0.0293,0,0
GeoB1028-5,margo,0.93,-20.104,9.1858,0.4782,0.3357,0.005,0.1611,0.0201,0,0,0
GeoB1028-5,margo,0.98,-20.104,9.1858,0.464,0.317,0.001,0.099,0.09,0,0,0
GeoB1028-5,margo,1.03,-20.104,9.1858,0.4769,0.3,0,0.166,0.0573,0,0,0
GeoB1028-5,margo,1.08,-20.104,9.1858,0.437,0.19,0.006,0.102,0.23,0,0,0
GeoB1031-4,margo,0.28,-21.88,7.1017,0.3671,0.2007,0.0113,0.3054,0.1154,0,0,0
GeoB1031-4,margo,0.33,-21.88,7.1017,0.4342,0.2327,0.0117,0.213,0.1086,0,0,0
GeoB1032-3,margo,0.38,-22.915,6.0367,0.4415,0.1628,0.0198,0.2648,0.1111,0,0,0
GeoB1032-3,margo,0.43,-22.915,6.0367,0.4415,0.1412,0.0159,0.2237,0.1778,0,0,0
GeoB1034-3,margo,0.23,-21.735,5.4217,0.3647,0.1934,0.0071,0.2789,0.1561,0,0,0
GeoB1041-3,margo,0.53,-3.475,-7.6,0.1863,0.1811,0,0.4508,0.1819,0,0,0
GeoB1041-3,margo,0.58,-3.475,-7.6,0.2191,0.1308,0,0.4829,0.1673,0,0,0
GeoB1101-5,margo,0.33,1.6583,-10.98,0.1838,0.0317,0,0.4927,0.292,0,0,0
GeoB1101-5,margo,0.38,1.6583,-10.98,0.1238,0.0248,0.0013,0.605,0.2308,0.0143,0,0
GeoB1105-4,margo,0.78,-1.665,-12.4283,0.2059,0.1917,0.0326,0.3868,0.1831,0,0,0
GeoB1105-4,margo,0.83,-1.665,-12.4283,0.2493,0.1551,0.0036,0.3934,0.1932,0,0,0
GeoB1105-4,margo,0.93,-1.665,-12.4283,0.3992,0.0991,0.0101,0.3193,0.1654,0,0,0
GeoB1105-4,margo,1.03,-1.665,-12.4283,0.3389,0.1171,0.0075,0.3142,0.2172,0,0,0
GeoB1112-4,margo,0.48,-5.7783,-10.75,0.1936,0.1492,0.0099,0.3194,0.3281,0,0,0
GeoB1112-4,margo,0.53,-5.7783,-10.75,0.2138,0.1428,0.0136,0.2591,0.3638,0,0,0
GeoB1112-4,margo,0.58,-5.7783,-10.75,0.1819,0.1408,0.0015,0.3226,0.3533,0,0,0
GeoB1115-4,margo,0.63,-3.5583,-12.58,0.1487,0.1853,0.0123,0.3849,0.2616,0.0071,0,0
GeoB1115-4,margo,0.68,-3.5583,-12.58,0.086,0.2062,0.0031,0.4166,0.287,0.001,0,0
GeoB1117-2,margo,0.53,-3.815,-14.8967,0.2309,0.0812,0.0127,0.2411,0.4341,0,0,0
GeoB1117-2,margo,0.58,-3.815,-14.8967,0.176,0.1465,0.0325,0.3876,0.2573,0,0,0
GeoB1117-2,margo,0.63,-3.815,-14.8967,0.2793,0.1001,0.0122,0.43,0.1784,0,0,0
GeoB1214-1,margo,0.23,-24.69,7.24,0.3863,0.205,0.0286,0.2517,0.1229,0.0052,0,0
GeoB1214-1,margo,0.28,-24.69,7.24,0.4262,0.2272,0.0225,0.2141,0.11,0,0,0
GeoB1220-1,margo,0.33,-24.0333,5.3067,0.4746,0.17,0.016,0.176,0.1553,0,0,0.008
GeoB1220-1,margo,0.38,-24.0333,5.3067,0.418,0.1834,0.0426,0.2079,0.148,0,0,0
GeoB1306-1,margo,0.19,-35.2067,-26.765,0.6595,0.1402,0,0.145,0.0514,0.0041,0,0
GeoB1309-2,margo,0.18,-31.6667,-28.6667,0.3537,0.0526,0.0274,0.1522,0.4142,0,0,0
GeoB1312-2,margo,0.13,-31.6617,-29.6567,0.2995,0.0063,0.0257,0.1653,0.5032,0,0,0
GeoB1413-4,margo,0.19,-15.68,-9.455,0.1654,0.1054,0.0394,0.2865,0.4035,0,0,0
GeoB1413-4,margo,0.23,-15.68,-9.455,0.1993,0.1069,0.0403,0.2553,0.3981,0,0,0
GeoB1417-1,margo,0.33,-20.3667,-12.7067,0.1663,0.1897,0.0806,0.1756,0.3814,0.0064,0,0
GeoB1417-1,margo,0.38,-20.3667,-12.7067,0.1133,0.1768,0.0643,0.2242,0.414,0.0035,0,0.0035
GeoB1419-2,margo,0.23,-15.5367,-17.0683,0.0564,0.1445,0.0778,0.157,0.5612,0.0029,0,0
GeoB1501-4,margo,0.33,-3.6783,-32.0067,0.2031,0.0157,0,0.1669,0.6063,0.0079,0,0
GeoB1501-4,margo,0.38,-3.6783,-32.0067,0.1538,0.0181,0,0.1556,0.6674,0.0035,0,0.0017
GeoB1503-1,margo,0.28,2.3117,-30.6467,0.1748,0.0572,0.0501,0.3317,0.3864,0,0,0
GeoB1503-1,margo,0.33,2.3117,-30.6467,0.1946,0.0823,0.0533,0.2836,0.3863,0,0,0
GeoB1505-1,margo,0.48,2.27,-33.01,0.1919,0.0425,0.0139,0.2592,0.491,0.0017,0,0
GeoB1505-1,margo,0.53,2.27,-33.01,0.1984,0.0295,0.0024,0.2409,0.5289,0,0,0
GeoB1508-4,margo,0.28,5.3333,-34.025,0.0902,0.003,0.0178,0.1723,0.7169,0,0,0
GeoB1515-1,margo,0.48,4.2383,-43.6667,0.1223,0.013,0.0174,0.1686,0.6787,0,0,0
GeoB1515-1,margo,0.53,4.2383,-43.6667,0.1299,0.0095,0.0142,0.1527,0.6867,0.0071,0,0
GeoB1515-1,margo,0.63,4.2383,-43.6667,0.1162,0.0182,0.0093,0.1251,0.7304,0.001,0,0
GeoB1523-1,margo,0.38,3.8317,-41.6217,0.1445,0.0048,0.0191,0.1527,0.679,0,0,0
GeoB1523-1,margo,0.43,3.8317,-41.6217,0.1267,0.0139,0.0124,0.1575,0.6895,0,0,0
GeoB1701-4,margo,0.98,1.95,3.5517,0.1057,0.0299,0.0088,0.4845,0.3586,0.0106,0,0.0018
GeoB1701-4,margo,1.03,1.95,3.5517,0.0679,0.0342,0.0233,0.4329,0.4387,0.0032,0,0
GeoB1701-4,margo,1.08,1.95,3.5517,0.0715,0.0461,0.0188,0.4412,0.415,0.0075,0,0
GeoB1701-4,margo,1.13,1.95,3.5517,0.1861,0.0193,0.0281,0.403,0.3635,0,0,0
GeoB1701-4,margo,1.18,1.95,3.5517,0.2457,0.0438,0.0097,0.3772,0.3212,0,0,0.0024
GeoB1706-2,margo,1.23,-19.5617,11.175,0.6151,0.2217,0.0209,0.113,0.021,0,0,0
GeoB1706-2,margo,1.28,-19.5617,11.175,0.801,0.1104,0.0221,0.0442,0.022,0,0,0
GeoB1706-2,margo,1.33,-19.5617,11.175,0.8135,0.1314,0,0.0423,0.0085,0,0,0
GeoB1706-2,margo,1.38,-19.5617,11.175,0.8129,0.0886,0.0148,0.0542,0.0197,0,0,0
GeoB1711-4,margo,1.73,-23.315,12.3767,0.823,0.122,0,0.052,0.003,0,0,0
GeoB1711-4,margo,1.78,-23.315,12.3767,0.738,0.184,0,0.079,0,0,0,0
GeoB1711-4,margo,1.83,-23.315,12.3767,0.813,0.127,0,0.062,0,0,0,0
GeoB1711-4,margo,1.88,-23.315,12.3767,0.75,0.112,0,0.131,0.003,0,0,0
GeoB1711-4,margo,1.93,-23.315,12.3767,0.666,0.175,0,0.15,0.003,0,0,0
GeoB1711-4,margo,1.98,-23.315,12.3767,0.763,0.131,0,0.095,0.009,0,0,0
GeoB1711-4,margo,2.03,-23.315,12.3767,0.811,0.1,0,0.082,0,0,0,0
GeoB1711-4,margo,2.08,-23.315,12.3767,0.823,0.104,0.002,0.056,0.002,0,0,0
GeoB1711-4,margo,2.13,-23.315,12.3767,0.846,0.087,0.003,0.052,0,0,0,0
GeoB1711-4,margo,2.18,-23.315,12.3767,0.737,0.19,0,0.065,0.007,0,0,0
GeoB1711-4,margo,2.23,-23.315,12.3767,0.795,0.142,0,0.055,0.003,0,0,0
GeoB1711-4,margo,2.28,-23.315,12.3767,0.739,0.178,0,0.069,0.008,0,0,0
GeoB1711-4,margo,2.33,-23.315,12.3767,0.691,0.192,0,0.106,0.004,0,0,0
GeoB1711-4,margo,2.38,-23.315,12.3767,0.803,0.154,0,0.028,0.01,0,0,0
GeoB1711-4,margo,2.43,-23.315,12.3767,0.895,0.065,0,0.025,0.005,0,0,0
GeoB1711-4,margo,2.48,-23.315,12.3767,0.763,0.118,0,0.114,0,0,0,0
GeoB1711-4,margo,2.53,-23.315,12.3767,0.762,0.173,0,0.065,0,0,0,0
GeoB1722-1,margo,0.23,-29.45,11.75,0.483,0.1239,0.0126,0.325,0.0555,0,0,0
GeoB1722-1,margo,0.28,-29.45,11.75,0.6561,0.1084,0.0052,0.1621,0.0681,0,0,0
GeoB1903-3,margo,0.48,-8.675,-11.845,0.1046,0.0472,0.0444,0.3525,0.4454,0.0029,0,0.0029
GeoB1903-3,margo,0.53,-8.675,-11.845,0.2013,0.0531,0.0218,0.3058,0.4055,0.0104,0,0.0019
GeoB1903-3,margo,0.58,-8.675,-11.845,0.1996,0.0477,0.0652,0.2344,0.452,0,0,0.0012
GeoB1905-3,margo,0.38,-17.1433,-13.9867,0.0922,0.0955,0.093,0.2484,0.4676,0,0,0.0024
GeoB1905-3,margo,0.43,-17.1433,-13.9867,0.0755,0.0393,0.143,0.1334,0.6053,0,0,0.0033
GeoB2004-2,margo,0.68,-30.87,14.3433,0.6355,0.1323,0.0022,0.1619,0.064,0,0,0.0044
GeoB2004-2,margo,0.73,-30.87,14.3433,0.6445,0.1442,0.0069,0.1423,0.0623,0,0,0
GeoB2004-2,margo,0.78,-30.87,14.3433,0.7248,0.1229,0.0107,0.1046,0.0356,0,0,0.0015
GeoB2016-1,margo,0.18,-31.9,-1.33,0.3453,0.3321,0.0114,0.1818,0.1225,0.0069,0,0
GeoB2019-1,margo,0.33,-36.06,-8.7783,0.3927,0.3755,0.0037,0.2068,0.0173,0.0037,0,0
GeoB2021-5,margo,0.13,-36.8333,-14.4033,0.3979,0.3343,0,0.2553,0.0126,0,0,0
GeoB2109-1,margo,0.48,-27.9117,-45.8817,0.1371,0.0392,0.0456,0.3021,0.4715,0.0046,0,0
GeoB2109-1,margo,0.53,-27.9117,-45.8817,0.1485,0.0659,0.0568,0.2552,0.4736,0,0,0
GeoB2109-1,margo,0.58,-27.9117,-45.8817,0.1655,0.0486,0.054,0.3668,0.3578,0.0072,0,0
GeoB2109-1,margo,0.63,-27.9117,-45.8817,0.1472,0.0407,0.0979,0.2591,0.452,0.003,0,0
GeoB2116-4,margo,0.28,-25.5117,-35.9983,0.3837,0.0443,0,0.2219,0.3499,0,0,0
GeoB2117-1,margo,0.23,-23.0383,-36.6517,0.0536,0.0919,0.0258,0.0902,0.7385,0,0,0
GeoB2125-1,margo,0.33,-20.8233,-39.8633,0.036,0.0217,0.0502,0.3325,0.559,0,0,0
GeoB2125-1,margo,0.38,-20.8233,-39.8633,0.025,0.0143,0.0537,0.3503,0.5479,0,0,0.0072
GeoB2202-4,margo,0.78,-8.1983,-34.265,0.0399,0.0075,0.0283,0.156,0.7666,0,0,0
GeoB2202-4,margo,0.83,-8.1983,-34.265,0.0379,0.0013,0.0378,0.1726,0.7406,0,0,0
GeoB2202-4,margo,0.88,-8.1983,-34.265,0.0333,0.01,0.0618,0.1962,0.6874,0,0,0
GeoB2202-4,margo,0.93,-8.1983,-34.265,0.0211,0.0073,0.0705,0.202,0.6981,0,0,0
GeoB2204-2,margo,0.33,-8.5283,-34.0217,0.0409,0.0062,0.0141,0.156,0.7828,0,0,0
GeoB2204-2,margo,0.38,-8.5283,-34.0217,0.041,0.0062,0.0246,0.1421,0.7811,0,0,0
GeoB2215-10,margo,0.43,0.0067,-23.495,0.2924,0.099,0.0172,0.2721,0.313,0.0065,0,0
GeoB2215-10,margo,0.48,0.0067,-23.495,0.3976,0.0392,0.0034,0.3634,0.1962,0,0,0
GeoB2819-1,margo,0.13,-30.8483,-38.3433,0.3686,0.1386,0.0285,0.1757,0.2844,0.0044,0,0
GeoB3104-1,margo,1.73,-3.6667,-37.7167,0.0337,0,0.0167,0.2997,0.6501,0,0,0
GeoB3104-1,margo,1.78,-3.6667,-37.7167,0.0595,0,0.0158,0.3373,0.5874,0,0,0
GeoB3104-1,margo,1.83,-3.6667,-37.7167,0.0673,0,0.0177,0.2985,0.6166,0,0,0
GeoB3104-1,margo,1.88,-3.6667,-37.7167,0.0657,0,0.0429,0.3189,0.5726,0,0,0
GeoB3104-1,margo,1.98,-3.6667,-37.7167,0.0888,0,0.048,0.2701,0.5929,0,0,0
GeoB3117-1,margo,2.98,-4.295,-37.0917,0.068,0,0.0486,0.2859,0.5972,0,0,0
GeoB3117-1,margo,3.03,-4.295,-37.0917,0.0758,0,0.0449,0.2897,0.5895,0,0,0
GeoB3117-1,margo,3.13,-4.295,-37.0917,0.0691,0,0.1008,0.262,0.568,0,0,0
GeoB3117-1,margo,3.23,-4.295,-37.0917,0.0599,0,0.0271,0.3048,0.6083,0,0,0
GeoB3117-1,margo,3.33,-4.295,-37.0917,0.0538,0.0098,0.0245,0.2613,0.6509,0,0,0
GeoB3117-1,margo,3.43,-4.295,-37.0917,0.0473,0,0.0131,0.2056,0.7338,0,0,0
GeoB3117-1,margo,3.53,-4.295,-37.0917,0.0276,0.0034,0.0207,0.1973,0.7509,0,0,0
GeoB3175-1,margo,1.68,-7.0533,-34.4633,0.0637,0.0227,0.0226,0.0942,0.7901,0,0,0
GeoB3175-1,margo,1.73,-7.0533,-34.4633,0.0529,0.0338,0.0406,0.0928,0.7796,0,0,0
GeoB3175-1,margo,1.78,-7.0533,-34.4633,0.043,0.0553,0.032,0.0866,0.7834,0,0,0
GeoB3175-1,margo,1.83,-7.0533,-34.4633,0.0651,0.0105,0.0296,0.1042,0.7905,0,0,0
GeoB3176-1,margo,3.43,-7.0117,-34.4417,0.0426,0.0091,0.0335,0.1841,0.7277,0,0,0
GeoB3176-1,margo,3.48,-7.0117,-34.4417,0.049,0.0225,0.0406,0.1905,0.6974,0,0,0
GeoB3176-1,margo,3.53,-7.0117,-34.4417,0.0491,0.0388,0.0485,0.1186,0.7448,0,0,0
GeoB3176-1,margo,3.58,-7.0117,-34.4417,0.0214,0.0127,0.0164,0.1416,0.8081,0,0,0
GeoB3603-2,margo,0.33,-35.125,17.5433,0.647,0.163,0,0.1581,0.0321,0,0,0
GeoB3603-2,margo,0.38,-35.125,17.5433,0.5978,0.1708,0,0.2011,0.0305,0,0,0
GeoB3722-2,margo,0.83,-25.25,12.0217,0.881,0.0408,0,0.0769,0.0013,0,0,0
GeoB3722-2,margo,0.88,-25.25,12.0217,0.8093,0.0866,0,0.0901,0.0139,0,0,0
GeoB3722-2,margo,0.93,-25.25,12.0217,0.911,0.0244,0,0.0609,0.0037,0,0,0
GeoB3722-2,margo,0.98,-25.25,12.0217,0.8942,0.0529,0,0.0513,0.0017,0,0,0
GeoB3801-6,margo,0.18,-29.5117,-8.305,0.2501,0.1919,0.0418,0.2326,0.2717,0.012,0,0
GeoB3808-6,margo,0.18,-30.8117,-14.7117,0.2342,0.2536,0.0289,0.226,0.2398,0.0176,0,0
GeoB3813-3,margo,0.13,-32.2683,-21.9667,0.4397,0.1539,0.0089,0.2189,0.1786,0,0,0
GeoB5112-5,margo,0.16,-23.825,-16.2583,0.0996,0.0769,0.1165,0.2512,0.4557,0,0,0
GeoB5115-2,margo,0.14,-24.1433,-14.0433,0.0951,0.0889,0.0973,0.2221,0.4957,0,0,0
GeoB5115-2,margo,0.15,-24.1433,-14.0433,0.1136,0.0797,0.1135,0.1954,0.4976,0,0,0
GeoB5115-2,margo,0.16,-24.1433,-14.0433,0.0943,0.0844,0.0769,0.2715,0.4703,0,0,0
GeoB5115-2,margo,0.17,-24.1433,-14.0433,0.0913,0.0677,0.0946,0.2636,0.4812,0,0,0
GeoB5121-2,margo,0.16,-24.1833,-12.0217,0.1244,0.0838,0.1349,0.2376,0.407,0.0071,0,0
GeoB5133-3,margo,0.18,-19.0867,-10.1917,0.131,0.112,0.0743,0.2204,0.4549,0.0076,0,0
GeoB5140-3,margo,0.1,-19.0517,-16.6133,0.0993,0.0726,0.2435,0.1901,0.3777,0.0122,0,0.0041
GeoB5140-3,margo,0.11,-19.0517,-16.6133,0.0818,0.0616,0.2218,0.197,0.4241,0.0084,0,0.0052
GeoB5140-3,margo,0.12,-19.0517,-16.6133,0.1087,0.0805,0.1921,0.1507,0.4473,0.0117,0,0.0088
HU87-033-008,margo,2.23,62.6485,-53.8845,1,0,0,0,0,0,0,0
HU87-033-008,margo,2.35,62.6485,-53.8845,1,0,0,0,0,0,0,0
HU87-033-008,margo,2.68,62.6485,-53.8845,1,0,0,0,0,0,0,0
HU87-033-008,margo,3.03,62.6485,-53.8845,1,0,0,0,0,0,0,0
HU87-033-008,margo,3.14,62.6485,-53.8845,1,0,0,0,0,0,0,0
HU90-013-013,margo,4.78,58.2098,-48.3733,0.987,0.014,0,0,0,0,0,0
HU91-045-090,margo,3,50.3898,-45.26,0.966,0.029,0,0.005,0,0,0,0
HU91-045-090,margo,3.1,50.3898,-45.26,0.933,0.045,0,0.023,0,0,0,0
HU91-045-090,margo,3.19,50.3898,-45.26,0.996,0.003,0,0,0,0,0,0
HU91-045-090,margo,3.36,50.3898,-45.26,0.993,0.006,0,0,0,0,0,0
K12,margo,2.8675,2.688888889,127.7361111,0.003,0.105,0.015,0.74,0.129,0,0,0
KET8003,margo,1.91,38.49,14.3,0.439516129032258,0.280241935483871,0.00403225806451613,0.122983870967742,0.00403225806451613,0,0,0
KET8003,margo,1.95,38.49,14.3,0.362186788154897,0.350797266514806,0.00455580865603645,0.113895216400911,0.00455580865603645,0,0,0
KET8003,margo,2.01,38.49,14.3,0.322493224932249,0.331978319783198,0,0.197831978319783,0.00948509485094851,0,0,0
KET8003,margo,2.05,38.49,14.3,0.298181818181818,0.312727272727273,0.00727272727272727,0.210909090909091,0.00545454545454546,0,0,0
KET8003,margo,2.11,38.49,14.3,0.323308270676692,0.272556390977444,0,0.233082706766917,0.0131578947368421,0,0,0
KET8003,margo,2.15,38.49,14.3,0.28,0.31,0.0025,0.1775,0.0075,0,0,0
KET8003,margo,2.21,38.49,14.3,0.331501831501832,0.351648351648352,0,0.205128205128205,0.00732600732600733,0,0,0
KET8003,margo,2.25,38.49,14.3,0.385259631490787,0.376884422110553,0,0.147403685092127,0.00837520938023451,0,0,0
KET8019,margo,2.71,40.33,13.21,0.339578454332553,0.238875878220141,0.00702576112412178,0.215456674473068,0.199063231850117,0,0,0
KET8019,margo,2.81,40.33,13.21,0.293436293436293,0.320463320463321,0.00386100386100386,0.166023166023166,0.216216216216216,0,0,0
KET8019,margo,2.98,40.33,13.21,0.468609865470852,0.204035874439462,0,0.152466367713005,0.174887892376682,0,0,0
KET8019,margo,3.01,40.33,13.21,0.537993920972644,0.218844984802432,0,0.13677811550152,0.106382978723404,0,0,0
KET8019,margo,3.14,40.33,13.21,0.300859598853868,0.467048710601719,0,0.143266475644699,0.0888252148997135,0,0,0
KET8019,margo,3.21,40.33,13.21,0.596153846153846,0.226495726495727,0,0.166666666666667,0.0106837606837607,0,0,0
KET8022,margo,1.11,40.35,11.43,0.28,0.45,0,0.14,0,0,0,0
KET8022,margo,1.41,40.35,11.43,0.32,0.3,0,0.25,0,0,0,0
KET8022,margo,1.71,40.35,11.43,0.26,0.35,0,0.34,0,0,0,0
KET8039,margo,2.7125,36.32,11.41,0.284463894967177,0.2472647702407,0,0.181619256017505,0.286652078774617,0,0,0
KET8039,margo,2.8125,36.32,11.41,0.263005780346821,0.407514450867052,0.00289017341040462,0.130057803468208,0.196531791907514,0,0,0
KET8039,margo,2.9125,36.32,11.41,0.287958115183246,0.267015706806283,0,0.146596858638743,0.298429319371728,0,0,0
KET8039,margo,3.0125,36.32,11.41,0.220543806646526,0.438066465256798,0,0.108761329305136,0.232628398791541,0,0,0
KET8039,margo,3.1125,36.32,11.41,0.27639751552795,0.316770186335404,0,0.108695652173913,0.298136645962733,0,0,0
KET8039,margo,3.2125,36.32,11.41,0.312368972746331,0.270440251572327,0.00209643605870021,0.109014675052411,0.306079664570231,0,0,0
KET8039,margo,3.3125,36.32,11.41,0.336633663366337,0.234323432343234,0,0.148514851485149,0.280528052805281,0,0,0
KET8039,margo,3.4125,36.32,11.41,0.304703476482618,0.280163599182004,0.00204498977505112,0.165644171779141,0.247443762781186,0,0,0
KET8039,margo,3.5125,36.32,11.41,0.302325581395349,0.297157622739018,0.00775193798449612,0.13953488372093,0.253229974160207,0,0,0
KET8039,margo,3.6125,36.32,11.41,0.32520325203252,0.284552845528455,0.002710027100271,0.113821138211382,0.273712737127371,0,0,0
KET8039,margo,3.7125,36.32,11.41,0.462908011869436,0.270029673590504,0,0.112759643916914,0.154302670623145,0,0,0
KET8039,margo,3.8125,36.32,11.41,0.474012474012474,0.241164241164241,0.00623700623700624,0.112266112266112,0.166320166320166,0,0,0
KET8039,margo,3.9125,36.32,11.41,0.509635974304069,0.201284796573876,0.00214132762312634,0.0877944325481799,0.199143468950749,0,0,0
KET8039,margo,4.0125,36.32,11.41,0.457142857142857,0.238095238095238,0,0.126190476190476,0.178571428571429,0,0,0
KET8039,margo,4.1125,36.32,11.41,0.466257668711657,0.352760736196319,0,0.150306748466258,0.0306748466257669,0,0,0
KET8216,margo,1.81,41.31,17.59,0.484126984126984,0.412698412698413,0,0.0753968253968254,0,0,0,0
KET8216,margo,1.91,41.31,17.59,0.536912751677852,0.295302013422819,0.0134228187919463,0.114093959731544,0,0,0,0
KET8216,margo,2.01,41.31,17.59,0.508670520231214,0.38150289017341,0,0.0751445086705202,0.0115606936416185,0,0,0
KET8216,margo,2.09,41.31,17.59,0.29585798816568,0.547337278106509,0,0.0798816568047337,0,0,0,0
KF09,margo,2.6,37.1113,-32.2868,0.267,0.233,0.005,0.385,0.102,0,0,0
KF09,margo,2.9,37.1113,-32.2868,0.245,0.202,0,0.438,0.112,0,0,0
KF09,margo,3.1,37.1113,-32.2868,0.247,0.202,0.008,0.408,0.116,0,0.001,0
KF13,margo,1.8,37.5783,-31.8422,0.301,0.248,0.004,0.347,0.081,0,0,0.003
KF13,margo,1.9,37.5783,-31.8422,0.305,0.201,0.008,0.382,0.094,0,0,0
KF16,margo,6,37.999,-31.1283,0.309,0.322,0.005,0.297,0.063,0,0,0
KH90-3-P2,margo,0.631,-1.170166667,160.007,0.00201816347,0.12613521697,0.03531786074,0.35116044397,0.14026236124,0.01109989909,0,
KH90-3-P2,margo,0.677,-1.170166667,160.007,0.00300902708,0.1374122367,0.02407221665,0.3500501505,0.12738214644,0.00501504514,0,
KH92-1-3a,margo,0.324,8.015666667,139.6401667,0.02114803626,0.10473313192,0.03927492447,0.24874118834,0.19536757301,0,0,
KH92-1-5a,margo,0.222,3.531833333,141.8616667,0,0.055,0.02,0.34,0.24,0,0,
KL96,margo,0.455,32.77,19.19,0.254612546125461,0.0627306273062731,0.011070110701107,0.003690036900369,0.66789667896679,0,0,0
KL96,margo,0.505,32.77,19.19,0.307692307692308,0.0769230769230769,0.00809716599190283,0.0161943319838057,0.591093117408907,0,0,0
KN708-1,margo,1,50,-23.75,0.964,0.032,0,0.003,0,0,0,0
KS310,margo,2.11,35.55,-1.57,0.753,0.173,0,0.037,0.025,0,0,0
KS310,margo,2.19,35.55,-1.57,0.793,0.169,0,0.031,0.008,0,0,0
KS310,margo,2.35,35.55,-1.57,0.661,0.273,0,0.054,0.01,0,0,0
KS310,margo,2.43,35.55,-1.57,0.695,0.222,0,0.066,0.016,0,0,0
KS310,margo,2.59,35.55,-1.57,0.699,0.243,0,0.025,0.033,0,0,0
KS310,margo,2.71,35.55,-1.57,0.708,0.206,0,0.065,0.018,0,0,0
KS310,margo,2.79,35.55,-1.57,0.58,0.303,0.003,0.099,0.009,0,0,0
LC01,margo,0.682,40.26,6.887,0.257383966244726,0.569620253164557,0,0.0907172995780591,0.0822784810126582,0,0,0
